No.,Unit weight (KN/m3),Cohesion (Kpa),Internal friction angle (°),Slope angle (°),Slope height (m),Pore water ratio,Slope State,Source
658,25,46,35,50,285,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
659,31.3,68,37,47,213,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
660,27,32,33,42,289,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
661,13.9728,12.004,26.01,29.998,88,0.45,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
662,18.68,26.34,15,35,8.23,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
663,18.7724,30.01,19.98,29.998,50,0.1,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
664,18,5,26.5,15.52,53,0.4,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
665,14,11.97,26,30,88,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
666,18.84,14.36,25,20,30.5,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
667,26.2,44.14,32.26,37.71,359.04,0.21,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
668,19.9652,19.95665,36,44.997,50,0.5,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
669,25,120,45,53,120,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
670,20.9592,30.01,35.01,40.015,12,0.4,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
671,26.2,41.5,36,35,30,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
672,26.93,0,41.13,31.68,8.16,0.3,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
673,20.8,15.6,20,30,45,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
674,27,27.3,29.1,34,126.5,0.3,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
675,30.33,15.62,24.21,52.5,85.76,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
676,27,31.5,29.7,41,135,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
677,18,0,30,33,8,0.303,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
678,26.78,26.79,30.66,43.66,249.7,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
679,31.25,25.73,27.97,48.23,91.55,0.21,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
680,20.9592,34.96165,27.99,40.015,12,0.5,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
681,27,70,22.8,45,60,0.32,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
682,18.7724,19.95665,19.98,29.998,50,0.3,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
683,28.44,29.42,35,35,100,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
684,19.596,12.004,19.98,21.995,12.2,0.405,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
685,22.1,24.2,39.7,45.8,49.5,0.21,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
686,17.55,22.08,0,34.99,5.88,0.35,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
687,21.9816,19.95665,22.005,19.981,180,0.1,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
688,18.46,12.004,0,29.998,6,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
689,16.472,11.55385,0,29.998,3.6,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
690,23.47,0,32,37,214,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
691,24.86,45.6,39.8,36.31,386.08,0.21,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
692,17.86,0,24.38,22.44,8.23,0.39,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
693,18.8292,10.35345,21.285,34.026,37,0.3,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
694,18.84,57.46,20,20,30.5,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
695,28.01,9.5,37.36,41.86,538.1,0.23,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
696,27,16.8,28,50,90.5,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
697,16,70,20,40,115,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
698,19.06,11.75,28,35,21,0.11,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
699,22,40,30,30,196,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
700,18.9712,30.01,35.01,34.98,11,0.2,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
701,17.9772,4.95165,30.015,19.981,8,0.3,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
702,19.36,19.8,38.49,43.41,48.88,0.43,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
703,23.5,10,27,26,190,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
704,17.6,10,8,21.8,9,0.4,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
705,22.3792,10.05335,35.01,29.998,10,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
706,21.7828,8.55285,31.995,27.984,12.8,0.49,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
707,12,0,30,35,8,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
708,22.3792,99.9333,45,44.997,15,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
709,16.5,11.49,0,30,3.66,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
710,26.62,0,31.78,42.72,51.48,0.4,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
711,18.7724,25.05835,19.98,29.998,50,0.2,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
712,23.2,9.5,39.69,39.34,10.49,0.44,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
713,21.78,0,34.2,35,7.13,0.32,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
714,22.4,10,35,30,10,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
715,14.8,0,17,20,50,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
716,31.3,68,37,47,213,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
717,19.6,21.8,29.5,37.8,40.3,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
718,28.07,35,38.93,44.54,361.51,0.24,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
719,21.73,9.21,30.6,33.06,19.78,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
720,27.3,14,31,41,110,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
721,18.7724,19.95665,9.99,25.016,50,0.3,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
722,29.7,38.09,32.92,45.48,410.4,0.26,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
723,20.6,16.28,26.5,30,40,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
724,20.9592,19.95665,40.005,40.015,12,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
725,20.6,28.5,27,40,65,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
726,17.29,0,37.22,44.55,42.3,0.28,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
727,12.34,0,25.92,46.82,8.08,0.43,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
728,27,10,39,41,511,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
729,24.9636,120.04,45,53,120,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
730,22.1,45.8,49.5,45.8,49.5,0.21,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
731,11.94,0,31.75,32.49,3.92,0.11,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
732,17.9772,45.015,25.02,25.016,14,0.3,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
733,20.6,32.4,26,30,42,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
734,26.83,13.98,35.46,43.5,96.14,0.23,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
735,27,26,31,50,92,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
736,27,14,31,41,110,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
737,17.9772,24.008,30.15,44.997,20,0.12,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
738,24.57,9.98,41.31,35.46,526.13,0.27,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
739,21.5,29.8,26,40,70,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
740,27.1,22,18.6,25.6,100,0.19,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
741,22,10,36,45,50,0.29,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
742,21.6,6.5,19,40,50,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
743,20.97,21.8,31.81,38.09,57.75,0.24,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
744,25,55,36,44,299,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
745,25.9576,150.05,45,49.979,200,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
746,19.9652,10.05335,28.98,34.026,6,0.3,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
747,21,20,24,21,565,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
748,19.43,11.16,0,32.34,5.35,0.36,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
749,21.9816,19.95665,36,44.997,50,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
750,27.3,31.5,29.703,41,135,0.293,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
751,28.35,44.97,33.49,43.16,413.42,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
752,19.0848,10.05335,9.99,25.016,50,0.4,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
753,27,27.3,29.1,35,150,0.26,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
754,31.3,68,37,8,305.5,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
755,18.8008,57.46915,19.98,19.981,30.6,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
756,20.3912,24.9083,13.005,21.995,10.6,0.35,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
757,26,15,45,50,200,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
758,18.6588,26.4088,14.985,34.98,8.2,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
759,21.1,10,30.34,30,20,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
760,21.4704,6.9023,30.015,31.005,76.8,0.38,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
761,23.47,0,32,37,214,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
762,20,0,20,20,8,0.35,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
763,26,39.4,36,25,30,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
764,21.8,27.6,25,35,60,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
765,21.4,28.8,20,50,52,0,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
766,19.9652,40.06335,30.015,29.998,15,0.3,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
767,26.6,42.4,37,25,52,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
768,28.4,39.16305,37.98,34.98,100,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
769,21.51,17.82,31.75,47.03,49.92,0.52,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
770,27,32,33,42.6,301,0.25,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
771,19.06,11.7,28,35,21,0.11,F,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
772,27.83,45.01,35.95,47.83,456.38,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
773,18.71,4.75,28.12,18.81,8.62,0.31,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
